num_edges,edge_list
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (4, 7), (5, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (5, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (4, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (5, 6), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7)]"
16,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (4, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (5, 7), (6, 7)]"
11,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (4, 7), (5, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (5, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (3, 5), (3, 7), (4, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (4, 6), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (4, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (4, 6), (4, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (4, 6), (4, 7), (5, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (4, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (5, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (5, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (4, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (4, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (4, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (4, 7), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (4, 7), (5, 6), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (4, 7), (5, 6), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (5, 6), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (5, 6), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
16,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (3, 5), (3, 6), (3, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (3, 5), (3, 6), (3, 7), (4, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (4, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (4, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (4, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (4, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (6, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (6, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (5, 6), (6, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (5, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (6, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7)]"
16,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]"
13,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (5, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (5, 7), (6, 7)]"
14,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
16,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
16,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
15,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6)]"
16,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]"
16,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
17,"[(0, 3), (0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 7), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 5), (4, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 5), (3, 7), (5, 7), (6, 7)]"
12,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 5), (3, 7), (4, 7), (6, 7)]"
